Plan Name,Disease,Premium Type,Maximum Coverage,Deductible,Co-pay Percentage,Out-of-Pocket,Waiting Period,Claims Settled,Renewability,Hospital Coverage,Benefits,Tax Redemption
Family Health Insurance,Covid-Related Renal Failure,Lite,554480.0,10%,10%,90379.0,67,91.0,Renewable,10032.0,"For Family Health Insurance Lite, enjoy Rs.554480.0 in disease coverage paired with a 10% deductible and 10% co-pay. Benefits start after 67 days, crafted to be covering all family members with comprehensive benefits.",20%
Family Health Insurance,Covid-Related Renal Failure,Premier,682411.0,15%,5%,66534.0,15,99.0,Renewable,10093.0,"For Family Health Insurance Premier, access Rs.682411.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 15 days to wait, this plan is covering all family members with comprehensive benefits.",25%
Family Health Insurance,Croup,Basic,160772.0,5%,20%,45016.0,31,87.0,Renewable,10061.0,"Benefit from Rs.160772.0 in disease coverage with Family Health Insurance Basic, featuring a 5% deductible and 20% co-pay. Coverage starts in 31 days, ensuring the plan is covering all family members with comprehensive benefits.",15%
Family Health Insurance,Croup,Lite,294132.0,10%,10%,47943.0,84,94.0,Renewable,10193.0,"Experience targeted disease coverage with Family Health Insurance Lite - Rs.294132.0 in coverage, a 10% deductible, and 10% co-pay. Activation is in 84 days, reflecting a plan that is covering all family members with comprehensive benefits.",20%
Family Health Insurance,Croup,Premier,398623.0,15%,5%,38865.0,59,96.0,Renewable,10485.0,"Experience premium disease coverage with Family Health Insurance Premier: Rs.398623.0 in coverage, a 15% deductible, and 5% co-pay. The waiting period is just 59 days - a plan that is covering all family members with comprehensive benefits.",25%
Family Health Insurance,Crush Injury,Basic,353036.0,5%,20%,98849.0,21,87.0,Renewable,10026.0,Family Health Insurance Basic offers Rs.353036.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 21 days - a plan that is covering all family members with comprehensive benefits.,15%
Family Health Insurance,Crush Injury,Lite,475615.0,10%,10%,77525.0,16,92.0,Renewable,10303.0,"For Family Health Insurance Lite, enjoy Rs.475615.0 in disease coverage paired with a 10% deductible and 10% co-pay. Benefits start after 16 days, crafted to be covering all family members with comprehensive benefits.",20%
Family Health Insurance,Crush Injury,Premier,619873.0,15%,5%,60437.0,76,98.0,Renewable,10385.0,"Experience premium disease coverage with Family Health Insurance Premier: Rs.619873.0 in coverage, a 15% deductible, and 5% co-pay. The waiting period is just 76 days - a plan that is covering all family members with comprehensive benefits.",25%
Family Health Insurance,Dementia,Basic,446127.0,5%,20%,124915.0,170,89.0,Renewable,10237.0,"Benefit from Rs.446127.0 in disease coverage with Family Health Insurance Basic, featuring a 5% deductible and 20% co-pay. Coverage starts in 170 days, ensuring the plan is covering all family members with comprehensive benefits.",15%
Family Health Insurance,Dementia,Lite,582809.0,10%,10%,94997.0,152,92.0,Renewable,10402.0,"Family Health Insurance Lite provides Rs.582809.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 152 days, and the plan is covering all family members with comprehensive benefits.",20%
Family Health Insurance,Dementia,Premier,726017.0,15%,5%,70785.0,126,97.0,Renewable,10485.0,"Family Health Insurance Premier offers Rs.726017.0 disease coverage, paired with a minimal 15% deductible and 5% co-pay. Benefits activate after 126 days, making it a plan that is covering all family members with comprehensive benefits.",25%
Family Health Insurance,Dengue Fever,Basic,186954.0,5%,20%,52346.0,46,88.0,Renewable,10158.0,"Benefit from Rs.186954.0 in disease coverage with Family Health Insurance Basic, featuring a 5% deductible and 20% co-pay. Coverage starts in 46 days, ensuring the plan is covering all family members with comprehensive benefits.",15%
Family Health Insurance,Dengue Fever,Lite,296963.0,10%,10%,48404.0,39,94.0,Renewable,10439.0,"For Family Health Insurance Lite, enjoy Rs.296963.0 in disease coverage paired with a 10% deductible and 10% co-pay. Benefits start after 39 days, crafted to be covering all family members with comprehensive benefits.",20%
Family Health Insurance,Dengue Fever,Premier,397155.0,15%,5%,38721.0,63,97.0,Renewable,10516.0,"Experience premium disease coverage with Family Health Insurance Premier: Rs.397155.0 in coverage, a 15% deductible, and 5% co-pay. The waiting period is just 63 days - a plan that is covering all family members with comprehensive benefits.",25%
Family Health Insurance,Depression,Basic,193507.0,5%,20%,54181.0,168,88.0,Renewable,10111.0,"Benefit from Rs.193507.0 in disease coverage with Family Health Insurance Basic, featuring a 5% deductible and 20% co-pay. Coverage starts in 168 days, ensuring the plan is covering all family members with comprehensive benefits.",15%
Family Health Insurance,Depression,Lite,312996.0,10%,10%,51017.0,147,92.0,Renewable,10118.0,"Experience targeted disease coverage with Family Health Insurance Lite - Rs.312996.0 in coverage, a 10% deductible, and 10% co-pay. Activation is in 147 days, reflecting a plan that is covering all family members with comprehensive benefits.",20%
Family Health Insurance,Depression,Premier,453900.0,15%,5%,44255.0,132,96.0,Renewable,10269.0,"Family Health Insurance Premier offers Rs.453900.0 disease coverage, paired with a minimal 15% deductible and 5% co-pay. Benefits activate after 132 days, making it a plan that is covering all family members with comprehensive benefits.",25%
Family Health Insurance,Diabetes Mellitus,Basic,548658.0,5%,20%,153623.0,171,89.0,Renewable,10104.0,Family Health Insurance Basic offers Rs.548658.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 171 days - a plan that is covering all family members with comprehensive benefits.,15%
Family Health Insurance,Diabetes Mellitus,Lite,694481.0,10%,10%,113199.0,152,91.0,Renewable,10250.0,"Experience targeted disease coverage with Family Health Insurance Lite - Rs.694481.0 in coverage, a 10% deductible, and 10% co-pay. Activation is in 152 days, reflecting a plan that is covering all family members with comprehensive benefits.",20%
Family Health Insurance,Diabetes Mellitus,Premier,822146.0,15%,5%,80158.0,130,99.0,Renewable,10335.0,"Experience premium disease coverage with Family Health Insurance Premier: Rs.822146.0 in coverage, a 15% deductible, and 5% co-pay. The waiting period is just 130 days - a plan that is covering all family members with comprehensive benefits.",25%
Family Health Insurance,Diabetic Retinopathy,Basic,437910.0,5%,20%,122614.0,172,90.0,Renewable,10108.0,"For Family Health Insurance Basic, receive Rs.437910.0 in disease coverage with a 5% deductible and 20% co-pay. The waiting period is 172 days, and this plan is covering all family members with comprehensive benefits.",15%
Family Health Insurance,Diabetic Retinopathy,Lite,561857.0,10%,10%,91581.0,147,93.0,Renewable,10255.0,"Family Health Insurance Lite provides Rs.561857.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 147 days, and the plan is covering all family members with comprehensive benefits.",20%
Family Health Insurance,Diabetic Retinopathy,Premier,669427.0,15%,5%,65268.0,121,97.0,Renewable,10420.0,"Experience premium disease coverage with Family Health Insurance Premier: Rs.669427.0 in coverage, a 15% deductible, and 5% co-pay. The waiting period is just 121 days - a plan that is covering all family members with comprehensive benefits.",25%
Family Health Insurance,Dislocations,Basic,347078.0,5%,20%,97181.0,34,88.0,Renewable,10108.0,Family Health Insurance Basic offers Rs.347078.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 34 days - a plan that is covering all family members with comprehensive benefits.,15%
Family Health Insurance,Dislocations,Lite,492393.0,10%,10%,80259.0,24,95.0,Renewable,10234.0,"Experience targeted disease coverage with Family Health Insurance Lite - Rs.492393.0 in coverage, a 10% deductible, and 10% co-pay. Activation is in 24 days, reflecting a plan that is covering all family members with comprehensive benefits.",20%
Family Health Insurance,Dislocations,Premier,613017.0,15%,5%,59768.0,22,96.0,Renewable,10271.0,"Experience premium disease coverage with Family Health Insurance Premier: Rs.613017.0 in coverage, a 15% deductible, and 5% co-pay. The waiting period is just 22 days - a plan that is covering all family members with comprehensive benefits.",25%
Family Health Insurance,Ear Infections,Basic,170778.0,5%,20%,47817.0,37,89.0,Renewable,10258.0,Family Health Insurance Basic offers Rs.170778.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 37 days - a plan that is covering all family members with comprehensive benefits.,15%
Family Health Insurance,Ear Infections,Lite,307898.0,10%,10%,50186.0,13,93.0,Renewable,10442.0,"Family Health Insurance Lite provides Rs.307898.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 13 days, and the plan is covering all family members with comprehensive benefits.",20%
Family Health Insurance,Ear Infections,Premier,418598.0,15%,5%,40812.0,75,97.0,Renewable,10508.0,"For Family Health Insurance Premier, access Rs.418598.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 75 days to wait, this plan is covering all family members with comprehensive benefits.",25%
Family Health Insurance,Eczema,Basic,197983.0,5%,20%,55435.0,161,88.0,Renewable,10085.0,"Benefit from Rs.197983.0 in disease coverage with Family Health Insurance Basic, featuring a 5% deductible and 20% co-pay. Coverage starts in 161 days, ensuring the plan is covering all family members with comprehensive benefits.",15%
Family Health Insurance,Eczema,Lite,332241.0,10%,10%,54154.0,145,93.0,Renewable,10188.0,"For Family Health Insurance Lite, enjoy Rs.332241.0 in disease coverage paired with a 10% deductible and 10% co-pay. Benefits start after 145 days, crafted to be covering all family members with comprehensive benefits.",20%
Family Health Insurance,Eczema,Premier,454326.0,15%,5%,44296.0,132,97.0,Renewable,10291.0,"Experience premium disease coverage with Family Health Insurance Premier: Rs.454326.0 in coverage, a 15% deductible, and 5% co-pay. The waiting period is just 132 days - a plan that is covering all family members with comprehensive benefits.",25%
Family Health Insurance,Electrical Injury,Basic,378174.0,5%,20%,105888.0,51,87.0,Renewable,10250.0,Family Health Insurance Basic offers Rs.378174.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 51 days - a plan that is covering all family members with comprehensive benefits.,15%
Family Health Insurance,Electrical Injury,Lite,526020.0,10%,10%,85740.0,82,95.0,Renewable,10491.0,"For Family Health Insurance Lite, enjoy Rs.526020.0 in disease coverage paired with a 10% deductible and 10% co-pay. Benefits start after 82 days, crafted to be covering all family members with comprehensive benefits.",20%
Family Health Insurance,Electrical Injury,Premier,675625.0,15%,5%,65873.0,10,98.0,Renewable,10499.0,"Family Health Insurance Premier offers Rs.675625.0 disease coverage, paired with a minimal 15% deductible and 5% co-pay. Benefits activate after 10 days, making it a plan that is covering all family members with comprehensive benefits.",25%
Family Health Insurance,Endocarditis,Basic,473456.0,5%,20%,132567.0,168,88.0,Renewable,10257.0,"For Family Health Insurance Basic, receive Rs.473456.0 in disease coverage with a 5% deductible and 20% co-pay. The waiting period is 168 days, and this plan is covering all family members with comprehensive benefits.",15%
Family Health Insurance,Endocarditis,Lite,619934.0,10%,10%,101048.0,155,93.0,Renewable,10265.0,"Family Health Insurance Lite provides Rs.619934.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 155 days, and the plan is covering all family members with comprehensive benefits.",20%
Family Health Insurance,Endocarditis,Premier,728100.0,15%,5%,70989.0,126,98.0,Renewable,10535.0,"For Family Health Insurance Premier, access Rs.728100.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 126 days to wait, this plan is covering all family members with comprehensive benefits.",25%
